index,field,pv,value
1202,h_fofb_disabled,SR13A-PC-HSTR-02:FAST:DISABLED,0
1202,h_sofb_disabled,SR13A-PC-HSTR-02:SLOW:DISABLED,0
1202,error_sum,SR13A-PC-VSTR-02:ERCSUM,0
1202,state,SR13A-PC-VSTR-02:STATE,2
1202,v_fofb_disabled,SR13A-PC-VSTR-02:FAST:DISABLED,0
1202,v_sofb_disabled,SR13A-PC-VSTR-02:SLOW:DISABLED,0
1205,enabled,SR13C-DI-EBPM-02:CF:ENABLED_S,1
1205,x_fofb_disabled,SR13C-PC-HBPM-02:FAST:DISABLED,0
1205,x_sofb_disabled,SR13C-PC-HBPM-02:SLOW:DISABLED,0
1205,y_fofb_disabled,SR13C-PC-VBPM-02:FAST:DISABLED,0
1205,y_sofb_disabled,SR13C-PC-VBPM-02:SLOW:DISABLED,0
1211,enabled,SR13C-DI-EBPM-03:CF:ENABLED_S,1
1211,x_fofb_disabled,SR13C-PC-HBPM-03:FAST:DISABLED,0
1211,x_sofb_disabled,SR13C-PC-HBPM-03:SLOW:DISABLED,0
1211,y_fofb_disabled,SR13C-PC-VBPM-03:FAST:DISABLED,0
1211,y_sofb_disabled,SR13C-PC-VBPM-03:SLOW:DISABLED,0
1214,error_sum,SR13A-PC-HSTR-03:ERCSUM,0
1214,state,SR13A-PC-HSTR-03:STATE,2
1214,h_fofb_disabled,SR13A-PC-HSTR-03:FAST:DISABLED,0
1214,h_sofb_disabled,SR13A-PC-HSTR-03:SLOW:DISABLED,0
1214,error_sum,SR13A-PC-VSTR-03:ERCSUM,0
1214,state,SR13A-PC-VSTR-03:STATE,2
1214,v_fofb_disabled,SR13A-PC-VSTR-03:FAST:DISABLED,0
1214,v_sofb_disabled,SR13A-PC-VSTR-03:SLOW:DISABLED,0
1219,enabled,SR13C-DI-EBPM-04:CF:ENABLED_S,1
1219,x_fofb_disabled,SR13C-PC-HBPM-04:FAST:DISABLED,0
1219,x_sofb_disabled,SR13C-PC-HBPM-04:SLOW:DISABLED,0
1219,y_fofb_disabled,SR13C-PC-VBPM-04:FAST:DISABLED,0
1219,y_sofb_disabled,SR13C-PC-VBPM-04:SLOW:DISABLED,0
1222,error_sum,SR13A-PC-HSTR-04:ERCSUM,0
1222,state,SR13A-PC-HSTR-04:STATE,2
1222,h_fofb_disabled,SR13A-PC-HSTR-04:FAST:DISABLED,0
1222,h_sofb_disabled,SR13A-PC-HSTR-04:SLOW:DISABLED,0
1222,error_sum,SR13A-PC-VSTR-04:ERCSUM,0
1222,state,SR13A-PC-VSTR-04:STATE,2
1222,v_fofb_disabled,SR13A-PC-VSTR-04:FAST:DISABLED,0
1222,v_sofb_disabled,SR13A-PC-VSTR-04:SLOW:DISABLED,0
1228,error_sum,SR13A-PC-HSTR-05:ERCSUM,0
1228,state,SR13A-PC-HSTR-05:STATE,2
1228,h_fofb_disabled,SR13A-PC-HSTR-05:FAST:DISABLED,0
1228,h_sofb_disabled,SR13A-PC-HSTR-05:SLOW:DISABLED,0
1228,error_sum,SR13A-PC-VSTR-05:ERCSUM,0
1228,state,SR13A-PC-VSTR-05:STATE,2
1228,v_fofb_disabled,SR13A-PC-VSTR-05:FAST:DISABLED,0
1228,v_sofb_disabled,SR13A-PC-VSTR-05:SLOW:DISABLED,0
1233,enabled,SR13C-DI-EBPM-05:CF:ENABLED_S,1
1233,x_fofb_disabled,SR13C-PC-HBPM-05:FAST:DISABLED,0
1233,x_sofb_disabled,SR13C-PC-HBPM-05:SLOW:DISABLED,0
1233,y_fofb_disabled,SR13C-PC-VBPM-05:FAST:DISABLED,0
1233,y_sofb_disabled,SR13C-PC-VBPM-05:SLOW:DISABLED,0
1238,error_sum,SR13A-PC-HSTR-06:ERCSUM,0
1238,state,SR13A-PC-HSTR-06:STATE,2
1238,h_fofb_disabled,SR13A-PC-HSTR-06:FAST:DISABLED,0
1238,h_sofb_disabled,SR13A-PC-HSTR-06:SLOW:DISABLED,0
1238,error_sum,SR13A-PC-VSTR-06:ERCSUM,0
1238,state,SR13A-PC-VSTR-06:STATE,2
1238,v_fofb_disabled,SR13A-PC-VSTR-06:FAST:DISABLED,0
1238,v_sofb_disabled,SR13A-PC-VSTR-06:SLOW:DISABLED,0
1243,enabled,SR13C-DI-EBPM-06:CF:ENABLED_S,1
1243,x_fofb_disabled,SR13C-PC-HBPM-06:FAST:DISABLED,0
1243,x_sofb_disabled,SR13C-PC-HBPM-06:SLOW:DISABLED,0
1243,y_fofb_disabled,SR13C-PC-VBPM-06:FAST:DISABLED,0
1243,y_sofb_disabled,SR13C-PC-VBPM-06:SLOW:DISABLED,0
1248,error_sum,SR13A-PC-HSTR-07:ERCSUM,0
1248,state,SR13A-PC-HSTR-07:STATE,2
1248,h_fofb_disabled,SR13A-PC-HSTR-07:FAST:DISABLED,0
1248,h_sofb_disabled,SR13A-PC-HSTR-07:SLOW:DISABLED,0
1248,error_sum,SR13A-PC-VSTR-07:ERCSUM,0
1248,state,SR13A-PC-VSTR-07:STATE,2
1248,v_fofb_disabled,SR13A-PC-VSTR-07:FAST:DISABLED,0
1248,v_sofb_disabled,SR13A-PC-VSTR-07:SLOW:DISABLED,0
1253,enabled,SR13C-DI-EBPM-07:CF:ENABLED_S,1
1253,x_fofb_disabled,SR13C-PC-HBPM-07:FAST:DISABLED,0
1253,x_sofb_disabled,SR13C-PC-HBPM-07:SLOW:DISABLED,0
1253,y_fofb_disabled,SR13C-PC-VBPM-07:FAST:DISABLED,0
1253,y_sofb_disabled,SR13C-PC-VBPM-07:SLOW:DISABLED,0
1267,enabled,SR14C-DI-EBPM-01:CF:ENABLED_S,1
1267,x_fofb_disabled,SR14C-PC-HBPM-01:FAST:DISABLED,0
1267,x_sofb_disabled,SR14C-PC-HBPM-01:SLOW:DISABLED,0
1267,y_fofb_disabled,SR14C-PC-VBPM-01:FAST:DISABLED,0
1267,y_sofb_disabled,SR14C-PC-VBPM-01:SLOW:DISABLED,0
1272,error_sum,SR14A-PC-HSTR-01:ERCSUM,0
1272,state,SR14A-PC-HSTR-01:STATE,2
1272,h_fofb_disabled,SR14A-PC-HSTR-01:FAST:DISABLED,0
1272,h_sofb_disabled,SR14A-PC-HSTR-01:SLOW:DISABLED,0
1272,error_sum,SR14A-PC-VSTR-01:ERCSUM,0
1272,state,SR14A-PC-VSTR-01:STATE,2
1272,v_fofb_disabled,SR14A-PC-VSTR-01:FAST:DISABLED,0
1272,v_sofb_disabled,SR14A-PC-VSTR-01:SLOW:DISABLED,0
1280,error_sum,SR14A-PC-HSTR-02:ERCSUM,0
1280,state,SR14A-PC-HSTR-02:STATE,2
1280,h_fofb_disabled,SR14A-PC-HSTR-02:FAST:DISABLED,0
1280,h_sofb_disabled,SR14A-PC-HSTR-02:SLOW:DISABLED,0
1280,error_sum,SR14A-PC-VSTR-02:ERCSUM,0
1280,state,SR14A-PC-VSTR-02:STATE,2
1280,v_fofb_disabled,SR14A-PC-VSTR-02:FAST:DISABLED,0
1280,v_sofb_disabled,SR14A-PC-VSTR-02:SLOW:DISABLED,0
1283,enabled,SR14C-DI-EBPM-02:CF:ENABLED_S,1
1283,x_fofb_disabled,SR14C-PC-HBPM-02:FAST:DISABLED,0
1283,x_sofb_disabled,SR14C-PC-HBPM-02:SLOW:DISABLED,0
1283,y_fofb_disabled,SR14C-PC-VBPM-02:FAST:DISABLED,0
1283,y_sofb_disabled,SR14C-PC-VBPM-02:SLOW:DISABLED,0
1289,enabled,SR14C-DI-EBPM-03:CF:ENABLED_S,1
1289,x_fofb_disabled,SR14C-PC-HBPM-03:FAST:DISABLED,0
1289,x_sofb_disabled,SR14C-PC-HBPM-03:SLOW:DISABLED,0
1289,y_fofb_disabled,SR14C-PC-VBPM-03:FAST:DISABLED,0
1289,y_sofb_disabled,SR14C-PC-VBPM-03:SLOW:DISABLED,0
1292,error_sum,SR14A-PC-HSTR-03:ERCSUM,0
1292,state,SR14A-PC-HSTR-03:STATE,2
1292,h_fofb_disabled,SR14A-PC-HSTR-03:FAST:DISABLED,0
1292,h_sofb_disabled,SR14A-PC-HSTR-03:SLOW:DISABLED,0
1292,error_sum,SR14A-PC-VSTR-03:ERCSUM,0
1292,state,SR14A-PC-VSTR-03:STATE,2
1292,v_fofb_disabled,SR14A-PC-VSTR-03:FAST:DISABLED,0
1292,v_sofb_disabled,SR14A-PC-VSTR-03:SLOW:DISABLED,0
1297,enabled,SR14C-DI-EBPM-04:CF:ENABLED_S,1
1297,x_fofb_disabled,SR14C-PC-HBPM-04:FAST:DISABLED,0
1297,x_sofb_disabled,SR14C-PC-HBPM-04:SLOW:DISABLED,0
1297,y_fofb_disabled,SR14C-PC-VBPM-04:FAST:DISABLED,0
1297,y_sofb_disabled,SR14C-PC-VBPM-04:SLOW:DISABLED,0
1300,error_sum,SR14A-PC-HSTR-04:ERCSUM,0
1300,state,SR14A-PC-HSTR-04:STATE,2
1300,h_fofb_disabled,SR14A-PC-HSTR-04:FAST:DISABLED,0
1300,h_sofb_disabled,SR14A-PC-HSTR-04:SLOW:DISABLED,0
1300,error_sum,SR14A-PC-VSTR-04:ERCSUM,0
1300,state,SR14A-PC-VSTR-04:STATE,2
1300,v_fofb_disabled,SR14A-PC-VSTR-04:FAST:DISABLED,0
1300,v_sofb_disabled,SR14A-PC-VSTR-04:SLOW:DISABLED,0
1306,error_sum,SR14A-PC-HSTR-05:ERCSUM,0
1306,state,SR14A-PC-HSTR-05:STATE,2
1306,h_fofb_disabled,SR14A-PC-HSTR-05:FAST:DISABLED,0
1306,h_sofb_disabled,SR14A-PC-HSTR-05:SLOW:DISABLED,0
1306,error_sum,SR14A-PC-VSTR-05:ERCSUM,0
1306,state,SR14A-PC-VSTR-05:STATE,2
1306,v_fofb_disabled,SR14A-PC-VSTR-05:FAST:DISABLED,0
1306,v_sofb_disabled,SR14A-PC-VSTR-05:SLOW:DISABLED,0
1311,enabled,SR14C-DI-EBPM-05:CF:ENABLED_S,1
1311,x_fofb_disabled,SR14C-PC-HBPM-05:FAST:DISABLED,0
1311,x_sofb_disabled,SR14C-PC-HBPM-05:SLOW:DISABLED,0
1311,y_fofb_disabled,SR14C-PC-VBPM-05:FAST:DISABLED,0
1311,y_sofb_disabled,SR14C-PC-VBPM-05:SLOW:DISABLED,0
1316,error_sum,SR14A-PC-HSTR-06:ERCSUM,0
1316,state,SR14A-PC-HSTR-06:STATE,2
1316,h_fofb_disabled,SR14A-PC-HSTR-06:FAST:DISABLED,0
1316,h_sofb_disabled,SR14A-PC-HSTR-06:SLOW:DISABLED,0
1316,error_sum,SR14A-PC-VSTR-06:ERCSUM,0
1316,state,SR14A-PC-VSTR-06:STATE,2
1316,v_fofb_disabled,SR14A-PC-VSTR-06:FAST:DISABLED,0
1316,v_sofb_disabled,SR14A-PC-VSTR-06:SLOW:DISABLED,0
1321,enabled,SR14C-DI-EBPM-06:CF:ENABLED_S,1
1321,x_fofb_disabled,SR14C-PC-HBPM-06:FAST:DISABLED,0
1321,x_sofb_disabled,SR14C-PC-HBPM-06:SLOW:DISABLED,0
1321,y_fofb_disabled,SR14C-PC-VBPM-06:FAST:DISABLED,0
1321,y_sofb_disabled,SR14C-PC-VBPM-06:SLOW:DISABLED,0
1326,error_sum,SR14A-PC-HSTR-07:ERCSUM,0
1326,state,SR14A-PC-HSTR-07:STATE,2
1326,h_fofb_disabled,SR14A-PC-HSTR-07:FAST:DISABLED,0
1326,h_sofb_disabled,SR14A-PC-HSTR-07:SLOW:DISABLED,0
1326,error_sum,SR14A-PC-VSTR-07:ERCSUM,0
1326,state,SR14A-PC-VSTR-07:STATE,2
1326,v_fofb_disabled,SR14A-PC-VSTR-07:FAST:DISABLED,0
1326,v_sofb_disabled,SR14A-PC-VSTR-07:SLOW:DISABLED,0
1331,enabled,SR14C-DI-EBPM-07:CF:ENABLED_S,1
1331,x_fofb_disabled,SR14C-PC-HBPM-07:FAST:DISABLED,0
1331,x_sofb_disabled,SR14C-PC-HBPM-07:SLOW:DISABLED,0
1331,y_fofb_disabled,SR14C-PC-VBPM-07:FAST:DISABLED,0
1331,y_sofb_disabled,SR14C-PC-VBPM-07:SLOW:DISABLED,0
1345,enabled,SR15C-DI-EBPM-01:CF:ENABLED_S,1
1345,x_fofb_disabled,SR15C-PC-HBPM-01:FAST:DISABLED,0
1345,x_sofb_disabled,SR15C-PC-HBPM-01:SLOW:DISABLED,0
1345,y_fofb_disabled,SR15C-PC-VBPM-01:FAST:DISABLED,0
1345,y_sofb_disabled,SR15C-PC-VBPM-01:SLOW:DISABLED,0
1350,error_sum,SR15A-PC-HSTR-01:ERCSUM,0
1350,state,SR15A-PC-HSTR-01:STATE,2
1350,h_fofb_disabled,SR15A-PC-HSTR-01:FAST:DISABLED,0
1350,h_sofb_disabled,SR15A-PC-HSTR-01:SLOW:DISABLED,0
1350,error_sum,SR15A-PC-VSTR-01:ERCSUM,0
1350,state,SR15A-PC-VSTR-01:STATE,2
1350,v_fofb_disabled,SR15A-PC-VSTR-01:FAST:DISABLED,0
1350,v_sofb_disabled,SR15A-PC-VSTR-01:SLOW:DISABLED,0
1358,error_sum,SR15A-PC-HSTR-02:ERCSUM,0
1358,state,SR15A-PC-HSTR-02:STATE,2
1358,h_fofb_disabled,SR15A-PC-HSTR-02:FAST:DISABLED,0
1358,h_sofb_disabled,SR15A-PC-HSTR-02:SLOW:DISABLED,0
1358,error_sum,SR15A-PC-VSTR-02:ERCSUM,0
1358,state,SR15A-PC-VSTR-02:STATE,2
1358,v_fofb_disabled,SR15A-PC-VSTR-02:FAST:DISABLED,0
1358,v_sofb_disabled,SR15A-PC-VSTR-02:SLOW:DISABLED,0
1361,enabled,SR15C-DI-EBPM-02:CF:ENABLED_S,1
1361,x_fofb_disabled,SR15C-PC-HBPM-02:FAST:DISABLED,0
1361,x_sofb_disabled,SR15C-PC-HBPM-02:SLOW:DISABLED,0
1361,y_fofb_disabled,SR15C-PC-VBPM-02:FAST:DISABLED,0
1361,y_sofb_disabled,SR15C-PC-VBPM-02:SLOW:DISABLED,0
1367,enabled,SR15C-DI-EBPM-03:CF:ENABLED_S,1
1367,x_fofb_disabled,SR15C-PC-HBPM-03:FAST:DISABLED,0
1367,x_sofb_disabled,SR15C-PC-HBPM-03:SLOW:DISABLED,0
1367,y_fofb_disabled,SR15C-PC-VBPM-03:FAST:DISABLED,0
1367,y_sofb_disabled,SR15C-PC-VBPM-03:SLOW:DISABLED,0
1370,error_sum,SR15A-PC-HSTR-03:ERCSUM,0
1370,state,SR15A-PC-HSTR-03:STATE,2
1370,h_fofb_disabled,SR15A-PC-HSTR-03:FAST:DISABLED,0
1370,h_sofb_disabled,SR15A-PC-HSTR-03:SLOW:DISABLED,0
1370,error_sum,SR15A-PC-VSTR-03:ERCSUM,0
1370,state,SR15A-PC-VSTR-03:STATE,2
1370,v_fofb_disabled,SR15A-PC-VSTR-03:FAST:DISABLED,0
1370,v_sofb_disabled,SR15A-PC-VSTR-03:SLOW:DISABLED,0
1375,enabled,SR15C-DI-EBPM-04:CF:ENABLED_S,1
1375,x_fofb_disabled,SR15C-PC-HBPM-04:FAST:DISABLED,0
1375,x_sofb_disabled,SR15C-PC-HBPM-04:SLOW:DISABLED,0
1375,y_fofb_disabled,SR15C-PC-VBPM-04:FAST:DISABLED,0
1375,y_sofb_disabled,SR15C-PC-VBPM-04:SLOW:DISABLED,0
1378,error_sum,SR15A-PC-HSTR-04:ERCSUM,0
1378,state,SR15A-PC-HSTR-04:STATE,2
1378,h_fofb_disabled,SR15A-PC-HSTR-04:FAST:DISABLED,0
1378,h_sofb_disabled,SR15A-PC-HSTR-04:SLOW:DISABLED,0
1378,error_sum,SR15A-PC-VSTR-04:ERCSUM,0
1378,state,SR15A-PC-VSTR-04:STATE,2
1378,v_fofb_disabled,SR15A-PC-VSTR-04:FAST:DISABLED,0
1378,v_sofb_disabled,SR15A-PC-VSTR-04:SLOW:DISABLED,0
1384,error_sum,SR15A-PC-HSTR-05:ERCSUM,0
1384,state,SR15A-PC-HSTR-05:STATE,2
1384,h_fofb_disabled,SR15A-PC-HSTR-05:FAST:DISABLED,0
1384,h_sofb_disabled,SR15A-PC-HSTR-05:SLOW:DISABLED,0
1384,error_sum,SR15A-PC-VSTR-05:ERCSUM,0
1384,state,SR15A-PC-VSTR-05:STATE,2
1384,v_fofb_disabled,SR15A-PC-VSTR-05:FAST:DISABLED,0
1384,v_sofb_disabled,SR15A-PC-VSTR-05:SLOW:DISABLED,0
1389,enabled,SR15C-DI-EBPM-05:CF:ENABLED_S,1
1389,x_fofb_disabled,SR15C-PC-HBPM-05:FAST:DISABLED,0
1389,x_sofb_disabled,SR15C-PC-HBPM-05:SLOW:DISABLED,0
1389,y_fofb_disabled,SR15C-PC-VBPM-05:FAST:DISABLED,0
1389,y_sofb_disabled,SR15C-PC-VBPM-05:SLOW:DISABLED,0
1394,error_sum,SR15A-PC-HSTR-06:ERCSUM,0
1394,state,SR15A-PC-HSTR-06:STATE,2
1394,h_fofb_disabled,SR15A-PC-HSTR-06:FAST:DISABLED,0
1394,h_sofb_disabled,SR15A-PC-HSTR-06:SLOW:DISABLED,0
1394,error_sum,SR15A-PC-VSTR-06:ERCSUM,0
1394,state,SR15A-PC-VSTR-06:STATE,2
1394,v_fofb_disabled,SR15A-PC-VSTR-06:FAST:DISABLED,0
1394,v_sofb_disabled,SR15A-PC-VSTR-06:SLOW:DISABLED,0
1399,enabled,SR15C-DI-EBPM-06:CF:ENABLED_S,1
1399,x_fofb_disabled,SR15C-PC-HBPM-06:FAST:DISABLED,0
1399,x_sofb_disabled,SR15C-PC-HBPM-06:SLOW:DISABLED,0
1399,y_fofb_disabled,SR15C-PC-VBPM-06:FAST:DISABLED,0
1399,y_sofb_disabled,SR15C-PC-VBPM-06:SLOW:DISABLED,0
1404,error_sum,SR15A-PC-HSTR-07:ERCSUM,0
1404,state,SR15A-PC-HSTR-07:STATE,2
1404,h_fofb_disabled,SR15A-PC-HSTR-07:FAST:DISABLED,0
1404,h_sofb_disabled,SR15A-PC-HSTR-07:SLOW:DISABLED,0
1404,error_sum,SR15A-PC-VSTR-07:ERCSUM,0
1404,state,SR15A-PC-VSTR-07:STATE,2
1404,v_fofb_disabled,SR15A-PC-VSTR-07:FAST:DISABLED,0
1404,v_sofb_disabled,SR15A-PC-VSTR-07:SLOW:DISABLED,0
1409,enabled,SR15C-DI-EBPM-07:CF:ENABLED_S,1
1409,x_fofb_disabled,SR15C-PC-HBPM-07:FAST:DISABLED,0
1409,x_sofb_disabled,SR15C-PC-HBPM-07:SLOW:DISABLED,0
1409,y_fofb_disabled,SR15C-PC-VBPM-07:FAST:DISABLED,0
1409,y_sofb_disabled,SR15C-PC-VBPM-07:SLOW:DISABLED,0
1425,enabled,SR16C-DI-EBPM-01:CF:ENABLED_S,1
1425,x_fofb_disabled,SR16C-PC-HBPM-01:FAST:DISABLED,0
1425,x_sofb_disabled,SR16C-PC-HBPM-01:SLOW:DISABLED,0
1425,y_fofb_disabled,SR16C-PC-VBPM-01:FAST:DISABLED,0
1425,y_sofb_disabled,SR16C-PC-VBPM-01:SLOW:DISABLED,0
1430,error_sum,SR16A-PC-HSTR-01:ERCSUM,0
1430,state,SR16A-PC-HSTR-01:STATE,2
1430,h_fofb_disabled,SR16A-PC-HSTR-01:FAST:DISABLED,0
1430,h_sofb_disabled,SR16A-PC-HSTR-01:SLOW:DISABLED,0
1430,error_sum,SR16A-PC-VSTR-01:ERCSUM,0
1430,state,SR16A-PC-VSTR-01:STATE,2
1430,v_fofb_disabled,SR16A-PC-VSTR-01:FAST:DISABLED,0
1430,v_sofb_disabled,SR16A-PC-VSTR-01:SLOW:DISABLED,0
1438,error_sum,SR16A-PC-HSTR-02:ERCSUM,0
1438,state,SR16A-PC-HSTR-02:STATE,2
1438,h_fofb_disabled,SR16A-PC-HSTR-02:FAST:DISABLED,0
1438,h_sofb_disabled,SR16A-PC-HSTR-02:SLOW:DISABLED,0
1438,error_sum,SR16A-PC-VSTR-02:ERCSUM,0
1438,state,SR16A-PC-VSTR-02:STATE,2
1438,v_fofb_disabled,SR16A-PC-VSTR-02:FAST:DISABLED,0
1438,v_sofb_disabled,SR16A-PC-VSTR-02:SLOW:DISABLED,0
1441,enabled,SR16C-DI-EBPM-02:CF:ENABLED_S,1
1441,x_fofb_disabled,SR16C-PC-HBPM-02:FAST:DISABLED,0
1441,x_sofb_disabled,SR16C-PC-HBPM-02:SLOW:DISABLED,0
1441,y_fofb_disabled,SR16C-PC-VBPM-02:FAST:DISABLED,0
1441,y_sofb_disabled,SR16C-PC-VBPM-02:SLOW:DISABLED,0
1447,enabled,SR16C-DI-EBPM-03:CF:ENABLED_S,1
1447,x_fofb_disabled,SR16C-PC-HBPM-03:FAST:DISABLED,0
1447,x_sofb_disabled,SR16C-PC-HBPM-03:SLOW:DISABLED,0
1447,y_fofb_disabled,SR16C-PC-VBPM-03:FAST:DISABLED,0
1447,y_sofb_disabled,SR16C-PC-VBPM-03:SLOW:DISABLED,0
1450,error_sum,SR16A-PC-HSTR-03:ERCSUM,0
1450,state,SR16A-PC-HSTR-03:STATE,2
1450,h_fofb_disabled,SR16A-PC-HSTR-03:FAST:DISABLED,0
1450,h_sofb_disabled,SR16A-PC-HSTR-03:SLOW:DISABLED,0
1450,error_sum,SR16A-PC-VSTR-03:ERCSUM,0
1450,state,SR16A-PC-VSTR-03:STATE,2
1450,v_fofb_disabled,SR16A-PC-VSTR-03:FAST:DISABLED,0
1450,v_sofb_disabled,SR16A-PC-VSTR-03:SLOW:DISABLED,0
1455,enabled,SR16C-DI-EBPM-04:CF:ENABLED_S,1
1455,x_fofb_disabled,SR16C-PC-HBPM-04:FAST:DISABLED,0
1455,x_sofb_disabled,SR16C-PC-HBPM-04:SLOW:DISABLED,0
1455,y_fofb_disabled,SR16C-PC-VBPM-04:FAST:DISABLED,0
1455,y_sofb_disabled,SR16C-PC-VBPM-04:SLOW:DISABLED,0
1458,error_sum,SR16A-PC-HSTR-04:ERCSUM,0
1458,state,SR16A-PC-HSTR-04:STATE,2
1458,h_fofb_disabled,SR16A-PC-HSTR-04:FAST:DISABLED,0
1458,h_sofb_disabled,SR16A-PC-HSTR-04:SLOW:DISABLED,0
1458,error_sum,SR16A-PC-VSTR-04:ERCSUM,0
1458,state,SR16A-PC-VSTR-04:STATE,2
1458,v_fofb_disabled,SR16A-PC-VSTR-04:FAST:DISABLED,0
1458,v_sofb_disabled,SR16A-PC-VSTR-04:SLOW:DISABLED,0
1464,error_sum,SR16A-PC-HSTR-05:ERCSUM,0
1464,state,SR16A-PC-HSTR-05:STATE,2
1464,h_fofb_disabled,SR16A-PC-HSTR-05:FAST:DISABLED,0
1464,h_sofb_disabled,SR16A-PC-HSTR-05:SLOW:DISABLED,0
1464,error_sum,SR16A-PC-VSTR-05:ERCSUM,0
1464,state,SR16A-PC-VSTR-05:STATE,2
1464,v_fofb_disabled,SR16A-PC-VSTR-05:FAST:DISABLED,0
1464,v_sofb_disabled,SR16A-PC-VSTR-05:SLOW:DISABLED,0
1469,enabled,SR16C-DI-EBPM-05:CF:ENABLED_S,1
1469,x_fofb_disabled,SR16C-PC-HBPM-05:FAST:DISABLED,0
1469,x_sofb_disabled,SR16C-PC-HBPM-05:SLOW:DISABLED,0
1469,y_fofb_disabled,SR16C-PC-VBPM-05:FAST:DISABLED,0
1469,y_sofb_disabled,SR16C-PC-VBPM-05:SLOW:DISABLED,0
1475,error_sum,SR16A-PC-HSTR-06:ERCSUM,0
1475,state,SR16A-PC-HSTR-06:STATE,2
1475,h_fofb_disabled,SR16A-PC-HSTR-06:FAST:DISABLED,0
1475,h_sofb_disabled,SR16A-PC-HSTR-06:SLOW:DISABLED,0
1475,error_sum,SR16A-PC-VSTR-06:ERCSUM,0
1475,state,SR16A-PC-VSTR-06:STATE,2
1475,v_fofb_disabled,SR16A-PC-VSTR-06:FAST:DISABLED,0
1475,v_sofb_disabled,SR16A-PC-VSTR-06:SLOW:DISABLED,0
1480,enabled,SR16C-DI-EBPM-06:CF:ENABLED_S,1
1480,x_fofb_disabled,SR16C-PC-HBPM-06:FAST:DISABLED,0
1480,x_sofb_disabled,SR16C-PC-HBPM-06:SLOW:DISABLED,0
1480,y_fofb_disabled,SR16C-PC-VBPM-06:FAST:DISABLED,0
1480,y_sofb_disabled,SR16C-PC-VBPM-06:SLOW:DISABLED,0
1485,error_sum,SR16A-PC-HSTR-07:ERCSUM,0
1485,state,SR16A-PC-HSTR-07:STATE,2
1485,h_fofb_disabled,SR16A-PC-HSTR-07:FAST:DISABLED,0
1485,h_sofb_disabled,SR16A-PC-HSTR-07:SLOW:DISABLED,0
1485,error_sum,SR16A-PC-VSTR-07:ERCSUM,0
1485,state,SR16A-PC-VSTR-07:STATE,2
1485,v_fofb_disabled,SR16A-PC-VSTR-07:FAST:DISABLED,0
1485,v_sofb_disabled,SR16A-PC-VSTR-07:SLOW:DISABLED,0
1488,OFFSET1,SR16A-PC-Q1D-10:OFFSET1,0
1490,enabled,SR16C-DI-EBPM-07:CF:ENABLED_S,1
1490,x_fofb_disabled,SR16C-PC-HBPM-07:FAST:DISABLED,0
1490,x_sofb_disabled,SR16C-PC-HBPM-07:SLOW:DISABLED,0
1490,y_fofb_disabled,SR16C-PC-VBPM-07:FAST:DISABLED,0
1490,y_sofb_disabled,SR16C-PC-VBPM-07:SLOW:DISABLED,0
1495,enabled,SR17C-DI-EBPM-01:CF:ENABLED_S,1
1495,x_fofb_disabled,SR17C-PC-HBPM-01:FAST:DISABLED,0
1495,x_sofb_disabled,SR17C-PC-HBPM-01:SLOW:DISABLED,0
1495,y_fofb_disabled,SR17C-PC-VBPM-01:FAST:DISABLED,0
1495,y_sofb_disabled,SR17C-PC-VBPM-01:SLOW:DISABLED,0
1497,OFFSET1,SR17A-PC-Q1D-01:OFFSET1,0
1500,error_sum,SR17A-PC-HSTR-01:ERCSUM,0
1500,state,SR17A-PC-HSTR-01:STATE,2
1500,h_fofb_disabled,SR17A-PC-HSTR-01:FAST:DISABLED,0
1500,h_sofb_disabled,SR17A-PC-HSTR-01:SLOW:DISABLED,0
1500,error_sum,SR17A-PC-VSTR-01:ERCSUM,0
1500,state,SR17A-PC-VSTR-01:STATE,2
1500,v_fofb_disabled,SR17A-PC-VSTR-01:FAST:DISABLED,0
1500,v_sofb_disabled,SR17A-PC-VSTR-01:SLOW:DISABLED,0
1508,error_sum,SR17A-PC-HSTR-02:ERCSUM,0
1508,state,SR17A-PC-HSTR-02:STATE,2
1508,h_fofb_disabled,SR17A-PC-HSTR-02:FAST:DISABLED,0
1508,h_sofb_disabled,SR17A-PC-HSTR-02:SLOW:DISABLED,0
1508,error_sum,SR17A-PC-VSTR-02:ERCSUM,0
1508,state,SR17A-PC-VSTR-02:STATE,2
1508,v_fofb_disabled,SR17A-PC-VSTR-02:FAST:DISABLED,0
1508,v_sofb_disabled,SR17A-PC-VSTR-02:SLOW:DISABLED,0
1511,enabled,SR17C-DI-EBPM-02:CF:ENABLED_S,1
1511,x_fofb_disabled,SR17C-PC-HBPM-02:FAST:DISABLED,0
1511,x_sofb_disabled,SR17C-PC-HBPM-02:SLOW:DISABLED,0
1511,y_fofb_disabled,SR17C-PC-VBPM-02:FAST:DISABLED,0
1511,y_sofb_disabled,SR17C-PC-VBPM-02:SLOW:DISABLED,0
1517,enabled,SR17C-DI-EBPM-03:CF:ENABLED_S,1
1517,x_fofb_disabled,SR17C-PC-HBPM-03:FAST:DISABLED,0
1517,x_sofb_disabled,SR17C-PC-HBPM-03:SLOW:DISABLED,0
1517,y_fofb_disabled,SR17C-PC-VBPM-03:FAST:DISABLED,0
1517,y_sofb_disabled,SR17C-PC-VBPM-03:SLOW:DISABLED,0
