id,field,pv,value
1200,h_fofb_disabled,SR13A-PC-HSTR-02:FAST:DISABLED,0
1200,h_sofb_disabled,SR13A-PC-HSTR-02:SLOW:DISABLED,0
1200,error_sum,SR13A-PC-VSTR-02:ERCSUM,0
1200,state,SR13A-PC-VSTR-02:STATE,2
1200,v_fofb_disabled,SR13A-PC-VSTR-02:FAST:DISABLED,0
1200,v_sofb_disabled,SR13A-PC-VSTR-02:SLOW:DISABLED,0
1203,enabled,SR13C-DI-EBPM-02:CF:ENABLED_S,1
1203,x_fofb_disabled,SR13C-PC-HBPM-02:FAST:DISABLED,0
1203,x_sofb_disabled,SR13C-PC-HBPM-02:SLOW:DISABLED,0
1203,y_fofb_disabled,SR13C-PC-VBPM-02:FAST:DISABLED,0
1203,y_sofb_disabled,SR13C-PC-VBPM-02:SLOW:DISABLED,0
1209,enabled,SR13C-DI-EBPM-03:CF:ENABLED_S,1
1209,x_fofb_disabled,SR13C-PC-HBPM-03:FAST:DISABLED,0
1209,x_sofb_disabled,SR13C-PC-HBPM-03:SLOW:DISABLED,0
1209,y_fofb_disabled,SR13C-PC-VBPM-03:FAST:DISABLED,0
1209,y_sofb_disabled,SR13C-PC-VBPM-03:SLOW:DISABLED,0
1212,error_sum,SR13A-PC-HSTR-03:ERCSUM,0
1212,state,SR13A-PC-HSTR-03:STATE,2
1212,h_fofb_disabled,SR13A-PC-HSTR-03:FAST:DISABLED,0
1212,h_sofb_disabled,SR13A-PC-HSTR-03:SLOW:DISABLED,0
1212,error_sum,SR13A-PC-VSTR-03:ERCSUM,0
1212,state,SR13A-PC-VSTR-03:STATE,2
1212,v_fofb_disabled,SR13A-PC-VSTR-03:FAST:DISABLED,0
1212,v_sofb_disabled,SR13A-PC-VSTR-03:SLOW:DISABLED,0
1217,enabled,SR13C-DI-EBPM-04:CF:ENABLED_S,1
1217,x_fofb_disabled,SR13C-PC-HBPM-04:FAST:DISABLED,0
1217,x_sofb_disabled,SR13C-PC-HBPM-04:SLOW:DISABLED,0
1217,y_fofb_disabled,SR13C-PC-VBPM-04:FAST:DISABLED,0
1217,y_sofb_disabled,SR13C-PC-VBPM-04:SLOW:DISABLED,0
1220,error_sum,SR13A-PC-HSTR-04:ERCSUM,0
1220,state,SR13A-PC-HSTR-04:STATE,2
1220,h_fofb_disabled,SR13A-PC-HSTR-04:FAST:DISABLED,0
1220,h_sofb_disabled,SR13A-PC-HSTR-04:SLOW:DISABLED,0
1220,error_sum,SR13A-PC-VSTR-04:ERCSUM,0
1220,state,SR13A-PC-VSTR-04:STATE,2
1220,v_fofb_disabled,SR13A-PC-VSTR-04:FAST:DISABLED,0
1220,v_sofb_disabled,SR13A-PC-VSTR-04:SLOW:DISABLED,0
1226,error_sum,SR13A-PC-HSTR-05:ERCSUM,0
1226,state,SR13A-PC-HSTR-05:STATE,2
1226,h_fofb_disabled,SR13A-PC-HSTR-05:FAST:DISABLED,0
1226,h_sofb_disabled,SR13A-PC-HSTR-05:SLOW:DISABLED,0
1226,error_sum,SR13A-PC-VSTR-05:ERCSUM,0
1226,state,SR13A-PC-VSTR-05:STATE,2
1226,v_fofb_disabled,SR13A-PC-VSTR-05:FAST:DISABLED,0
1226,v_sofb_disabled,SR13A-PC-VSTR-05:SLOW:DISABLED,0
1231,enabled,SR13C-DI-EBPM-05:CF:ENABLED_S,1
1231,x_fofb_disabled,SR13C-PC-HBPM-05:FAST:DISABLED,0
1231,x_sofb_disabled,SR13C-PC-HBPM-05:SLOW:DISABLED,0
1231,y_fofb_disabled,SR13C-PC-VBPM-05:FAST:DISABLED,0
1231,y_sofb_disabled,SR13C-PC-VBPM-05:SLOW:DISABLED,0
1236,error_sum,SR13A-PC-HSTR-06:ERCSUM,0
1236,state,SR13A-PC-HSTR-06:STATE,2
1236,h_fofb_disabled,SR13A-PC-HSTR-06:FAST:DISABLED,0
1236,h_sofb_disabled,SR13A-PC-HSTR-06:SLOW:DISABLED,0
1236,error_sum,SR13A-PC-VSTR-06:ERCSUM,0
1236,state,SR13A-PC-VSTR-06:STATE,2
1236,v_fofb_disabled,SR13A-PC-VSTR-06:FAST:DISABLED,0
1236,v_sofb_disabled,SR13A-PC-VSTR-06:SLOW:DISABLED,0
1241,enabled,SR13C-DI-EBPM-06:CF:ENABLED_S,1
1241,x_fofb_disabled,SR13C-PC-HBPM-06:FAST:DISABLED,0
1241,x_sofb_disabled,SR13C-PC-HBPM-06:SLOW:DISABLED,0
1241,y_fofb_disabled,SR13C-PC-VBPM-06:FAST:DISABLED,0
1241,y_sofb_disabled,SR13C-PC-VBPM-06:SLOW:DISABLED,0
1246,error_sum,SR13A-PC-HSTR-07:ERCSUM,0
1246,state,SR13A-PC-HSTR-07:STATE,2
1246,h_fofb_disabled,SR13A-PC-HSTR-07:FAST:DISABLED,0
1246,h_sofb_disabled,SR13A-PC-HSTR-07:SLOW:DISABLED,0
1246,error_sum,SR13A-PC-VSTR-07:ERCSUM,0
1246,state,SR13A-PC-VSTR-07:STATE,2
1246,v_fofb_disabled,SR13A-PC-VSTR-07:FAST:DISABLED,0
1246,v_sofb_disabled,SR13A-PC-VSTR-07:SLOW:DISABLED,0
1251,enabled,SR13C-DI-EBPM-07:CF:ENABLED_S,1
1251,x_fofb_disabled,SR13C-PC-HBPM-07:FAST:DISABLED,0
1251,x_sofb_disabled,SR13C-PC-HBPM-07:SLOW:DISABLED,0
1251,y_fofb_disabled,SR13C-PC-VBPM-07:FAST:DISABLED,0
1251,y_sofb_disabled,SR13C-PC-VBPM-07:SLOW:DISABLED,0
1265,enabled,SR14C-DI-EBPM-01:CF:ENABLED_S,1
1265,x_fofb_disabled,SR14C-PC-HBPM-01:FAST:DISABLED,0
1265,x_sofb_disabled,SR14C-PC-HBPM-01:SLOW:DISABLED,0
1265,y_fofb_disabled,SR14C-PC-VBPM-01:FAST:DISABLED,0
1265,y_sofb_disabled,SR14C-PC-VBPM-01:SLOW:DISABLED,0
1270,error_sum,SR14A-PC-HSTR-01:ERCSUM,0
1270,state,SR14A-PC-HSTR-01:STATE,2
1270,h_fofb_disabled,SR14A-PC-HSTR-01:FAST:DISABLED,0
1270,h_sofb_disabled,SR14A-PC-HSTR-01:SLOW:DISABLED,0
1270,error_sum,SR14A-PC-VSTR-01:ERCSUM,0
1270,state,SR14A-PC-VSTR-01:STATE,2
1270,v_fofb_disabled,SR14A-PC-VSTR-01:FAST:DISABLED,0
1270,v_sofb_disabled,SR14A-PC-VSTR-01:SLOW:DISABLED,0
1278,error_sum,SR14A-PC-HSTR-02:ERCSUM,0
1278,state,SR14A-PC-HSTR-02:STATE,2
1278,h_fofb_disabled,SR14A-PC-HSTR-02:FAST:DISABLED,0
1278,h_sofb_disabled,SR14A-PC-HSTR-02:SLOW:DISABLED,0
1278,error_sum,SR14A-PC-VSTR-02:ERCSUM,0
1278,state,SR14A-PC-VSTR-02:STATE,2
1278,v_fofb_disabled,SR14A-PC-VSTR-02:FAST:DISABLED,0
1278,v_sofb_disabled,SR14A-PC-VSTR-02:SLOW:DISABLED,0
1281,enabled,SR14C-DI-EBPM-02:CF:ENABLED_S,1
1281,x_fofb_disabled,SR14C-PC-HBPM-02:FAST:DISABLED,0
1281,x_sofb_disabled,SR14C-PC-HBPM-02:SLOW:DISABLED,0
1281,y_fofb_disabled,SR14C-PC-VBPM-02:FAST:DISABLED,0
1281,y_sofb_disabled,SR14C-PC-VBPM-02:SLOW:DISABLED,0
1287,enabled,SR14C-DI-EBPM-03:CF:ENABLED_S,1
1287,x_fofb_disabled,SR14C-PC-HBPM-03:FAST:DISABLED,0
1287,x_sofb_disabled,SR14C-PC-HBPM-03:SLOW:DISABLED,0
1287,y_fofb_disabled,SR14C-PC-VBPM-03:FAST:DISABLED,0
1287,y_sofb_disabled,SR14C-PC-VBPM-03:SLOW:DISABLED,0
1290,error_sum,SR14A-PC-HSTR-03:ERCSUM,0
1290,state,SR14A-PC-HSTR-03:STATE,2
1290,h_fofb_disabled,SR14A-PC-HSTR-03:FAST:DISABLED,0
1290,h_sofb_disabled,SR14A-PC-HSTR-03:SLOW:DISABLED,0
1290,error_sum,SR14A-PC-VSTR-03:ERCSUM,0
1290,state,SR14A-PC-VSTR-03:STATE,2
1290,v_fofb_disabled,SR14A-PC-VSTR-03:FAST:DISABLED,0
1290,v_sofb_disabled,SR14A-PC-VSTR-03:SLOW:DISABLED,0
1295,enabled,SR14C-DI-EBPM-04:CF:ENABLED_S,1
1295,x_fofb_disabled,SR14C-PC-HBPM-04:FAST:DISABLED,0
1295,x_sofb_disabled,SR14C-PC-HBPM-04:SLOW:DISABLED,0
1295,y_fofb_disabled,SR14C-PC-VBPM-04:FAST:DISABLED,0
1295,y_sofb_disabled,SR14C-PC-VBPM-04:SLOW:DISABLED,0
1298,error_sum,SR14A-PC-HSTR-04:ERCSUM,0
1298,state,SR14A-PC-HSTR-04:STATE,2
1298,h_fofb_disabled,SR14A-PC-HSTR-04:FAST:DISABLED,0
1298,h_sofb_disabled,SR14A-PC-HSTR-04:SLOW:DISABLED,0
1298,error_sum,SR14A-PC-VSTR-04:ERCSUM,0
1298,state,SR14A-PC-VSTR-04:STATE,2
1298,v_fofb_disabled,SR14A-PC-VSTR-04:FAST:DISABLED,0
1298,v_sofb_disabled,SR14A-PC-VSTR-04:SLOW:DISABLED,0
1304,error_sum,SR14A-PC-HSTR-05:ERCSUM,0
1304,state,SR14A-PC-HSTR-05:STATE,2
1304,h_fofb_disabled,SR14A-PC-HSTR-05:FAST:DISABLED,0
1304,h_sofb_disabled,SR14A-PC-HSTR-05:SLOW:DISABLED,0
1304,error_sum,SR14A-PC-VSTR-05:ERCSUM,0
1304,state,SR14A-PC-VSTR-05:STATE,2
1304,v_fofb_disabled,SR14A-PC-VSTR-05:FAST:DISABLED,0
1304,v_sofb_disabled,SR14A-PC-VSTR-05:SLOW:DISABLED,0
1309,enabled,SR14C-DI-EBPM-05:CF:ENABLED_S,1
1309,x_fofb_disabled,SR14C-PC-HBPM-05:FAST:DISABLED,0
1309,x_sofb_disabled,SR14C-PC-HBPM-05:SLOW:DISABLED,0
1309,y_fofb_disabled,SR14C-PC-VBPM-05:FAST:DISABLED,0
1309,y_sofb_disabled,SR14C-PC-VBPM-05:SLOW:DISABLED,0
1314,error_sum,SR14A-PC-HSTR-06:ERCSUM,0
1314,state,SR14A-PC-HSTR-06:STATE,2
1314,h_fofb_disabled,SR14A-PC-HSTR-06:FAST:DISABLED,0
1314,h_sofb_disabled,SR14A-PC-HSTR-06:SLOW:DISABLED,0
1314,error_sum,SR14A-PC-VSTR-06:ERCSUM,0
1314,state,SR14A-PC-VSTR-06:STATE,2
1314,v_fofb_disabled,SR14A-PC-VSTR-06:FAST:DISABLED,0
1314,v_sofb_disabled,SR14A-PC-VSTR-06:SLOW:DISABLED,0
1319,enabled,SR14C-DI-EBPM-06:CF:ENABLED_S,1
1319,x_fofb_disabled,SR14C-PC-HBPM-06:FAST:DISABLED,0
1319,x_sofb_disabled,SR14C-PC-HBPM-06:SLOW:DISABLED,0
1319,y_fofb_disabled,SR14C-PC-VBPM-06:FAST:DISABLED,0
1319,y_sofb_disabled,SR14C-PC-VBPM-06:SLOW:DISABLED,0
1324,error_sum,SR14A-PC-HSTR-07:ERCSUM,0
1324,state,SR14A-PC-HSTR-07:STATE,2
1324,h_fofb_disabled,SR14A-PC-HSTR-07:FAST:DISABLED,0
1324,h_sofb_disabled,SR14A-PC-HSTR-07:SLOW:DISABLED,0
1324,error_sum,SR14A-PC-VSTR-07:ERCSUM,0
1324,state,SR14A-PC-VSTR-07:STATE,2
1324,v_fofb_disabled,SR14A-PC-VSTR-07:FAST:DISABLED,0
1324,v_sofb_disabled,SR14A-PC-VSTR-07:SLOW:DISABLED,0
1329,enabled,SR14C-DI-EBPM-07:CF:ENABLED_S,1
1329,x_fofb_disabled,SR14C-PC-HBPM-07:FAST:DISABLED,0
1329,x_sofb_disabled,SR14C-PC-HBPM-07:SLOW:DISABLED,0
1329,y_fofb_disabled,SR14C-PC-VBPM-07:FAST:DISABLED,0
1329,y_sofb_disabled,SR14C-PC-VBPM-07:SLOW:DISABLED,0
1343,enabled,SR15C-DI-EBPM-01:CF:ENABLED_S,1
1343,x_fofb_disabled,SR15C-PC-HBPM-01:FAST:DISABLED,0
1343,x_sofb_disabled,SR15C-PC-HBPM-01:SLOW:DISABLED,0
1343,y_fofb_disabled,SR15C-PC-VBPM-01:FAST:DISABLED,0
1343,y_sofb_disabled,SR15C-PC-VBPM-01:SLOW:DISABLED,0
1348,error_sum,SR15A-PC-HSTR-01:ERCSUM,0
1348,state,SR15A-PC-HSTR-01:STATE,2
1348,h_fofb_disabled,SR15A-PC-HSTR-01:FAST:DISABLED,0
1348,h_sofb_disabled,SR15A-PC-HSTR-01:SLOW:DISABLED,0
1348,error_sum,SR15A-PC-VSTR-01:ERCSUM,0
1348,state,SR15A-PC-VSTR-01:STATE,2
1348,v_fofb_disabled,SR15A-PC-VSTR-01:FAST:DISABLED,0
1348,v_sofb_disabled,SR15A-PC-VSTR-01:SLOW:DISABLED,0
1356,error_sum,SR15A-PC-HSTR-02:ERCSUM,0
1356,state,SR15A-PC-HSTR-02:STATE,2
1356,h_fofb_disabled,SR15A-PC-HSTR-02:FAST:DISABLED,0
1356,h_sofb_disabled,SR15A-PC-HSTR-02:SLOW:DISABLED,0
1356,error_sum,SR15A-PC-VSTR-02:ERCSUM,0
1356,state,SR15A-PC-VSTR-02:STATE,2
1356,v_fofb_disabled,SR15A-PC-VSTR-02:FAST:DISABLED,0
1356,v_sofb_disabled,SR15A-PC-VSTR-02:SLOW:DISABLED,0
1359,enabled,SR15C-DI-EBPM-02:CF:ENABLED_S,1
1359,x_fofb_disabled,SR15C-PC-HBPM-02:FAST:DISABLED,0
1359,x_sofb_disabled,SR15C-PC-HBPM-02:SLOW:DISABLED,0
1359,y_fofb_disabled,SR15C-PC-VBPM-02:FAST:DISABLED,0
1359,y_sofb_disabled,SR15C-PC-VBPM-02:SLOW:DISABLED,0
1365,enabled,SR15C-DI-EBPM-03:CF:ENABLED_S,1
1365,x_fofb_disabled,SR15C-PC-HBPM-03:FAST:DISABLED,0
1365,x_sofb_disabled,SR15C-PC-HBPM-03:SLOW:DISABLED,0
1365,y_fofb_disabled,SR15C-PC-VBPM-03:FAST:DISABLED,0
1365,y_sofb_disabled,SR15C-PC-VBPM-03:SLOW:DISABLED,0
1368,error_sum,SR15A-PC-HSTR-03:ERCSUM,0
1368,state,SR15A-PC-HSTR-03:STATE,2
1368,h_fofb_disabled,SR15A-PC-HSTR-03:FAST:DISABLED,0
1368,h_sofb_disabled,SR15A-PC-HSTR-03:SLOW:DISABLED,0
1368,error_sum,SR15A-PC-VSTR-03:ERCSUM,0
1368,state,SR15A-PC-VSTR-03:STATE,2
1368,v_fofb_disabled,SR15A-PC-VSTR-03:FAST:DISABLED,0
1368,v_sofb_disabled,SR15A-PC-VSTR-03:SLOW:DISABLED,0
1373,enabled,SR15C-DI-EBPM-04:CF:ENABLED_S,1
1373,x_fofb_disabled,SR15C-PC-HBPM-04:FAST:DISABLED,0
1373,x_sofb_disabled,SR15C-PC-HBPM-04:SLOW:DISABLED,0
1373,y_fofb_disabled,SR15C-PC-VBPM-04:FAST:DISABLED,0
1373,y_sofb_disabled,SR15C-PC-VBPM-04:SLOW:DISABLED,0
1376,error_sum,SR15A-PC-HSTR-04:ERCSUM,0
1376,state,SR15A-PC-HSTR-04:STATE,2
1376,h_fofb_disabled,SR15A-PC-HSTR-04:FAST:DISABLED,0
1376,h_sofb_disabled,SR15A-PC-HSTR-04:SLOW:DISABLED,0
1376,error_sum,SR15A-PC-VSTR-04:ERCSUM,0
1376,state,SR15A-PC-VSTR-04:STATE,2
1376,v_fofb_disabled,SR15A-PC-VSTR-04:FAST:DISABLED,0
1376,v_sofb_disabled,SR15A-PC-VSTR-04:SLOW:DISABLED,0
1382,error_sum,SR15A-PC-HSTR-05:ERCSUM,0
1382,state,SR15A-PC-HSTR-05:STATE,2
1382,h_fofb_disabled,SR15A-PC-HSTR-05:FAST:DISABLED,0
1382,h_sofb_disabled,SR15A-PC-HSTR-05:SLOW:DISABLED,0
1382,error_sum,SR15A-PC-VSTR-05:ERCSUM,0
1382,state,SR15A-PC-VSTR-05:STATE,2
1382,v_fofb_disabled,SR15A-PC-VSTR-05:FAST:DISABLED,0
1382,v_sofb_disabled,SR15A-PC-VSTR-05:SLOW:DISABLED,0
1387,enabled,SR15C-DI-EBPM-05:CF:ENABLED_S,1
1387,x_fofb_disabled,SR15C-PC-HBPM-05:FAST:DISABLED,0
1387,x_sofb_disabled,SR15C-PC-HBPM-05:SLOW:DISABLED,0
1387,y_fofb_disabled,SR15C-PC-VBPM-05:FAST:DISABLED,0
1387,y_sofb_disabled,SR15C-PC-VBPM-05:SLOW:DISABLED,0
1392,error_sum,SR15A-PC-HSTR-06:ERCSUM,0
1392,state,SR15A-PC-HSTR-06:STATE,2
1392,h_fofb_disabled,SR15A-PC-HSTR-06:FAST:DISABLED,0
1392,h_sofb_disabled,SR15A-PC-HSTR-06:SLOW:DISABLED,0
1392,error_sum,SR15A-PC-VSTR-06:ERCSUM,0
1392,state,SR15A-PC-VSTR-06:STATE,2
1392,v_fofb_disabled,SR15A-PC-VSTR-06:FAST:DISABLED,0
1392,v_sofb_disabled,SR15A-PC-VSTR-06:SLOW:DISABLED,0
1397,enabled,SR15C-DI-EBPM-06:CF:ENABLED_S,1
1397,x_fofb_disabled,SR15C-PC-HBPM-06:FAST:DISABLED,0
1397,x_sofb_disabled,SR15C-PC-HBPM-06:SLOW:DISABLED,0
1397,y_fofb_disabled,SR15C-PC-VBPM-06:FAST:DISABLED,0
1397,y_sofb_disabled,SR15C-PC-VBPM-06:SLOW:DISABLED,0
1402,error_sum,SR15A-PC-HSTR-07:ERCSUM,0
1402,state,SR15A-PC-HSTR-07:STATE,2
1402,h_fofb_disabled,SR15A-PC-HSTR-07:FAST:DISABLED,0
1402,h_sofb_disabled,SR15A-PC-HSTR-07:SLOW:DISABLED,0
1402,error_sum,SR15A-PC-VSTR-07:ERCSUM,0
1402,state,SR15A-PC-VSTR-07:STATE,2
1402,v_fofb_disabled,SR15A-PC-VSTR-07:FAST:DISABLED,0
1402,v_sofb_disabled,SR15A-PC-VSTR-07:SLOW:DISABLED,0
1407,enabled,SR15C-DI-EBPM-07:CF:ENABLED_S,1
1407,x_fofb_disabled,SR15C-PC-HBPM-07:FAST:DISABLED,0
1407,x_sofb_disabled,SR15C-PC-HBPM-07:SLOW:DISABLED,0
1407,y_fofb_disabled,SR15C-PC-VBPM-07:FAST:DISABLED,0
1407,y_sofb_disabled,SR15C-PC-VBPM-07:SLOW:DISABLED,0
1423,enabled,SR16C-DI-EBPM-01:CF:ENABLED_S,1
1423,x_fofb_disabled,SR16C-PC-HBPM-01:FAST:DISABLED,0
1423,x_sofb_disabled,SR16C-PC-HBPM-01:SLOW:DISABLED,0
1423,y_fofb_disabled,SR16C-PC-VBPM-01:FAST:DISABLED,0
1423,y_sofb_disabled,SR16C-PC-VBPM-01:SLOW:DISABLED,0
1428,error_sum,SR16A-PC-HSTR-01:ERCSUM,0
1428,state,SR16A-PC-HSTR-01:STATE,2
1428,h_fofb_disabled,SR16A-PC-HSTR-01:FAST:DISABLED,0
1428,h_sofb_disabled,SR16A-PC-HSTR-01:SLOW:DISABLED,0
1428,error_sum,SR16A-PC-VSTR-01:ERCSUM,0
1428,state,SR16A-PC-VSTR-01:STATE,2
1428,v_fofb_disabled,SR16A-PC-VSTR-01:FAST:DISABLED,0
1428,v_sofb_disabled,SR16A-PC-VSTR-01:SLOW:DISABLED,0
1436,error_sum,SR16A-PC-HSTR-02:ERCSUM,0
1436,state,SR16A-PC-HSTR-02:STATE,2
1436,h_fofb_disabled,SR16A-PC-HSTR-02:FAST:DISABLED,0
1436,h_sofb_disabled,SR16A-PC-HSTR-02:SLOW:DISABLED,0
1436,error_sum,SR16A-PC-VSTR-02:ERCSUM,0
1436,state,SR16A-PC-VSTR-02:STATE,2
1436,v_fofb_disabled,SR16A-PC-VSTR-02:FAST:DISABLED,0
1436,v_sofb_disabled,SR16A-PC-VSTR-02:SLOW:DISABLED,0
1439,enabled,SR16C-DI-EBPM-02:CF:ENABLED_S,1
1439,x_fofb_disabled,SR16C-PC-HBPM-02:FAST:DISABLED,0
1439,x_sofb_disabled,SR16C-PC-HBPM-02:SLOW:DISABLED,0
1439,y_fofb_disabled,SR16C-PC-VBPM-02:FAST:DISABLED,0
1439,y_sofb_disabled,SR16C-PC-VBPM-02:SLOW:DISABLED,0
1445,enabled,SR16C-DI-EBPM-03:CF:ENABLED_S,1
1445,x_fofb_disabled,SR16C-PC-HBPM-03:FAST:DISABLED,0
1445,x_sofb_disabled,SR16C-PC-HBPM-03:SLOW:DISABLED,0
1445,y_fofb_disabled,SR16C-PC-VBPM-03:FAST:DISABLED,0
1445,y_sofb_disabled,SR16C-PC-VBPM-03:SLOW:DISABLED,0
1448,error_sum,SR16A-PC-HSTR-03:ERCSUM,0
1448,state,SR16A-PC-HSTR-03:STATE,2
1448,h_fofb_disabled,SR16A-PC-HSTR-03:FAST:DISABLED,0
1448,h_sofb_disabled,SR16A-PC-HSTR-03:SLOW:DISABLED,0
1448,error_sum,SR16A-PC-VSTR-03:ERCSUM,0
1448,state,SR16A-PC-VSTR-03:STATE,2
1448,v_fofb_disabled,SR16A-PC-VSTR-03:FAST:DISABLED,0
1448,v_sofb_disabled,SR16A-PC-VSTR-03:SLOW:DISABLED,0
1453,enabled,SR16C-DI-EBPM-04:CF:ENABLED_S,1
1453,x_fofb_disabled,SR16C-PC-HBPM-04:FAST:DISABLED,0
1453,x_sofb_disabled,SR16C-PC-HBPM-04:SLOW:DISABLED,0
1453,y_fofb_disabled,SR16C-PC-VBPM-04:FAST:DISABLED,0
1453,y_sofb_disabled,SR16C-PC-VBPM-04:SLOW:DISABLED,0
1456,error_sum,SR16A-PC-HSTR-04:ERCSUM,0
1456,state,SR16A-PC-HSTR-04:STATE,2
1456,h_fofb_disabled,SR16A-PC-HSTR-04:FAST:DISABLED,0
1456,h_sofb_disabled,SR16A-PC-HSTR-04:SLOW:DISABLED,0
1456,error_sum,SR16A-PC-VSTR-04:ERCSUM,0
1456,state,SR16A-PC-VSTR-04:STATE,2
1456,v_fofb_disabled,SR16A-PC-VSTR-04:FAST:DISABLED,0
1456,v_sofb_disabled,SR16A-PC-VSTR-04:SLOW:DISABLED,0
1462,error_sum,SR16A-PC-HSTR-05:ERCSUM,0
1462,state,SR16A-PC-HSTR-05:STATE,2
1462,h_fofb_disabled,SR16A-PC-HSTR-05:FAST:DISABLED,0
1462,h_sofb_disabled,SR16A-PC-HSTR-05:SLOW:DISABLED,0
1462,error_sum,SR16A-PC-VSTR-05:ERCSUM,0
1462,state,SR16A-PC-VSTR-05:STATE,2
1462,v_fofb_disabled,SR16A-PC-VSTR-05:FAST:DISABLED,0
1462,v_sofb_disabled,SR16A-PC-VSTR-05:SLOW:DISABLED,0
1467,enabled,SR16C-DI-EBPM-05:CF:ENABLED_S,1
1467,x_fofb_disabled,SR16C-PC-HBPM-05:FAST:DISABLED,0
1467,x_sofb_disabled,SR16C-PC-HBPM-05:SLOW:DISABLED,0
1467,y_fofb_disabled,SR16C-PC-VBPM-05:FAST:DISABLED,0
1467,y_sofb_disabled,SR16C-PC-VBPM-05:SLOW:DISABLED,0
1473,error_sum,SR16A-PC-HSTR-06:ERCSUM,0
1473,state,SR16A-PC-HSTR-06:STATE,2
1473,h_fofb_disabled,SR16A-PC-HSTR-06:FAST:DISABLED,0
1473,h_sofb_disabled,SR16A-PC-HSTR-06:SLOW:DISABLED,0
1473,error_sum,SR16A-PC-VSTR-06:ERCSUM,0
1473,state,SR16A-PC-VSTR-06:STATE,2
1473,v_fofb_disabled,SR16A-PC-VSTR-06:FAST:DISABLED,0
1473,v_sofb_disabled,SR16A-PC-VSTR-06:SLOW:DISABLED,0
1478,enabled,SR16C-DI-EBPM-06:CF:ENABLED_S,1
1478,x_fofb_disabled,SR16C-PC-HBPM-06:FAST:DISABLED,0
1478,x_sofb_disabled,SR16C-PC-HBPM-06:SLOW:DISABLED,0
1478,y_fofb_disabled,SR16C-PC-VBPM-06:FAST:DISABLED,0
1478,y_sofb_disabled,SR16C-PC-VBPM-06:SLOW:DISABLED,0
1483,error_sum,SR16A-PC-HSTR-07:ERCSUM,0
1483,state,SR16A-PC-HSTR-07:STATE,2
1483,h_fofb_disabled,SR16A-PC-HSTR-07:FAST:DISABLED,0
1483,h_sofb_disabled,SR16A-PC-HSTR-07:SLOW:DISABLED,0
1483,error_sum,SR16A-PC-VSTR-07:ERCSUM,0
1483,state,SR16A-PC-VSTR-07:STATE,2
1483,v_fofb_disabled,SR16A-PC-VSTR-07:FAST:DISABLED,0
1483,v_sofb_disabled,SR16A-PC-VSTR-07:SLOW:DISABLED,0
1488,enabled,SR16C-DI-EBPM-07:CF:ENABLED_S,1
1488,x_fofb_disabled,SR16C-PC-HBPM-07:FAST:DISABLED,0
1488,x_sofb_disabled,SR16C-PC-HBPM-07:SLOW:DISABLED,0
1488,y_fofb_disabled,SR16C-PC-VBPM-07:FAST:DISABLED,0
1488,y_sofb_disabled,SR16C-PC-VBPM-07:SLOW:DISABLED,0
1493,enabled,SR17C-DI-EBPM-01:CF:ENABLED_S,1
1493,x_fofb_disabled,SR17C-PC-HBPM-01:FAST:DISABLED,0
1493,x_sofb_disabled,SR17C-PC-HBPM-01:SLOW:DISABLED,0
1493,y_fofb_disabled,SR17C-PC-VBPM-01:FAST:DISABLED,0
1493,y_sofb_disabled,SR17C-PC-VBPM-01:SLOW:DISABLED,0
1498,error_sum,SR17A-PC-HSTR-01:ERCSUM,0
1498,state,SR17A-PC-HSTR-01:STATE,2
1498,h_fofb_disabled,SR17A-PC-HSTR-01:FAST:DISABLED,0
1498,h_sofb_disabled,SR17A-PC-HSTR-01:SLOW:DISABLED,0
1498,error_sum,SR17A-PC-VSTR-01:ERCSUM,0
1498,state,SR17A-PC-VSTR-01:STATE,2
1498,v_fofb_disabled,SR17A-PC-VSTR-01:FAST:DISABLED,0
1498,v_sofb_disabled,SR17A-PC-VSTR-01:SLOW:DISABLED,0
1506,error_sum,SR17A-PC-HSTR-02:ERCSUM,0
1506,state,SR17A-PC-HSTR-02:STATE,2
1506,h_fofb_disabled,SR17A-PC-HSTR-02:FAST:DISABLED,0
1506,h_sofb_disabled,SR17A-PC-HSTR-02:SLOW:DISABLED,0
1506,error_sum,SR17A-PC-VSTR-02:ERCSUM,0
1506,state,SR17A-PC-VSTR-02:STATE,2
1506,v_fofb_disabled,SR17A-PC-VSTR-02:FAST:DISABLED,0
1506,v_sofb_disabled,SR17A-PC-VSTR-02:SLOW:DISABLED,0
1509,enabled,SR17C-DI-EBPM-02:CF:ENABLED_S,1
1509,x_fofb_disabled,SR17C-PC-HBPM-02:FAST:DISABLED,0
1509,x_sofb_disabled,SR17C-PC-HBPM-02:SLOW:DISABLED,0
1509,y_fofb_disabled,SR17C-PC-VBPM-02:FAST:DISABLED,0
1509,y_sofb_disabled,SR17C-PC-VBPM-02:SLOW:DISABLED,0
1515,enabled,SR17C-DI-EBPM-03:CF:ENABLED_S,1
1515,x_fofb_disabled,SR17C-PC-HBPM-03:FAST:DISABLED,0
1515,x_sofb_disabled,SR17C-PC-HBPM-03:SLOW:DISABLED,0
1515,y_fofb_disabled,SR17C-PC-VBPM-03:FAST:DISABLED,0
1515,y_sofb_disabled,SR17C-PC-VBPM-03:SLOW:DISABLED,0
1518,error_sum,SR17A-PC-HSTR-03:ERCSUM,0
1518,state,SR17A-PC-HSTR-03:STATE,2
